Sales Person,Geo,Product,Date,Amount,Boxes
SP01,G1,P17,20-03-2023,3066,236
SP17,G1,P01,08-01-2023,2926,293
SP18,G3,P13,21-11-2022,3710,186
SP03,G4,P08,19-07-2023,1624,136
SP04,G4,P17,14-04-2023,2044,158
SP05,G2,P09,07-04-2023,7105,711
SP07,G1,P06,22-01-2023,357,24
SP07,G4,P19,09-03-2023,3234,141
SP23,G1,P03,30-12-2022,13370,1216
SP17,G3,P13,22-08-2022,2870,137
SP09,G3,P01,19-04-2023,3024,336
SP19,G1,P07,28-09-2023,12299,535
SP20,G3,P17,05-09-2022,3626,330
SP08,G4,P03,10-07-2023,3773,291
SP25,G4,P08,28-10-2022,1176,84
SP17,G5,P17,07-11-2022,3913,392
SP01,G6,P11,09-03-2023,4620,220
SP22,G5,P22,21-01-2023,3647,166
SP23,G5,P17,22-09-2022,2457,224
SP24,G5,P04,06-07-2022,3682,205
SP18,G3,P17,06-02-2023,4130,318
SP06,G6,P05,25-12-2022,7973,420
SP03,G6,P20,11-02-2023,1778,119
SP22,G3,P07,08-07-2022,3346,134
SP15,G6,P22,09-12-2022,4193,191
SP17,G1,P22,01-07-2022,4508,181
SP21,G1,P11,24-08-2022,6167,309
SP18,G3,P03,17-06-2023,4522,323
SP02,G4,P07,02-05-2023,1008,46
SP24,G4,P07,21-03-2023,3059,133
SP13,G6,P05,27-06-2023,1330,84
SP07,G4,P10,22-08-2022,2065,122
SP22,G3,P22,15-08-2022,812,33
SP24,G3,P18,24-07-2023,161,21
SP21,G5,P20,16-08-2023,6804,426
SP02,G1,P11,07-06-2023,6034,318
SP22,G6,P11,21-07-2022,3220,170
SP13,G4,P10,09-06-2023,5684,300
SP14,G3,P15,28-03-2023,2387,89
SP13,G1,P07,20-02-2023,4956,226
SP11,G2,P05,04-09-2022,7021,413
SP20,G3,P19,05-10-2022,140,7
SP03,G3,P01,07-01-2023,17885,1626
SP11,G2,P12,19-04-2023,5649,236
SP23,G1,P20,21-04-2023,10038,558
SP20,G4,P03,04-09-2022,686,63
SP05,G6,P11,19-07-2023,4634,232
SP13,G1,P12,23-03-2023,6433,269
SP12,G3,P10,08-06-2023,574,31
SP08,G2,P15,05-07-2023,7574,292
SP22,G4,P18,11-05-2023,2058,258
SP09,G1,P08,23-09-2022,6643,511
SP14,G1,P15,04-08-2022,5313,205
SP01,G1,P20,22-08-2023,4424,246
SP18,G4,P12,07-01-2023,2107,92
SP09,G6,P16,29-01-2023,3073,513
SP19,G2,P11,17-03-2023,3122,165
SP19,G3,P22,21-04-2023,8967,374
SP18,G6,P18,12-04-2023,7875,875
SP12,G5,P04,21-11-2022,777,44
SP09,G2,P16,11-07-2022,8022,1003
SP15,G1,P16,24-07-2023,12110,1514
SP15,G5,P10,28-02-2023,833,42
SP22,G4,P05,12-07-2022,3094,194
SP16,G5,P03,07-10-2022,2835,219
SP14,G5,P11,12-08-2022,126,7
SP25,G3,P16,24-03-2023,8904,1484
SP03,G6,P03,17-06-2023,6573,506
SP20,G6,P01,04-05-2023,539,45
SP17,G6,P03,19-07-2022,2772,231
SP06,G2,P07,01-06-2023,1554,65
SP03,G5,P05,28-02-2023,175,11
SP20,G5,P22,23-05-2023,10346,450
SP12,G4,P16,02-09-2022,1897,238
SP09,G6,P01,13-06-2023,5040,459
SP22,G1,P17,24-08-2023,3115,312
SP08,G6,P13,19-04-2023,2842,143
SP23,G3,P03,13-03-2023,707,59
SP23,G2,P22,09-08-2022,5271,230
SP24,G4,P04,07-10-2022,5558,371
SP10,G2,P06,13-10-2022,2989,214
SP01,G3,P04,05-07-2022,3262,182
SP06,G3,P04,01-06-2023,3563,238
SP15,G5,P13,19-10-2022,14574,694
SP11,G3,P16,28-11-2022,5705,815
SP19,G4,P15,19-09-2022,4543,190
SP11,G4,P11,17-08-2023,2443,123
SP22,G4,P10,08-08-2022,10290,515
SP05,G6,P17,10-02-2023,2184,219
SP09,G5,P02,19-04-2023,10829,402
SP05,G1,P16,27-03-2023,413,59
SP19,G3,P03,20-11-2022,12677,1057
SP06,G6,P06,10-07-2023,1344,90
SP18,G3,P16,22-10-2022,3906,558
SP14,G2,P15,21-09-2023,4795,185
SP20,G6,P06,15-12-2022,2940,196
SP09,G3,P11,03-03-2023,5726,261
SP02,G1,P12,01-06-2023,13223,551
SP15,G2,P22,26-07-2022,7903,330
SP13,G1,P16,20-06-2023,4515,565
SP25,G4,P19,14-07-2023,2352,103
SP14,G5,P17,16-09-2022,8617,663
SP17,G4,P15,10-02-2023,4228,177
SP10,G2,P11,13-10-2022,700,37
SP21,G2,P19,04-09-2022,6496,283
SP13,G5,P19,07-08-2023,4753,207
SP19,G3,P16,29-09-2023,11081,1583
SP23,G3,P13,07-07-2022,5243,276
SP13,G4,P05,10-08-2023,798,50
SP06,G6,P15,23-01-2023,4151,160
SP17,G5,P14,01-03-2023,7854,786
SP18,G3,P10,24-06-2023,4438,234
SP23,G2,P06,07-11-2022,1428,84
SP11,G3,P15,30-01-2023,3059,118
SP25,G1,P22,21-08-2023,9569,383
SP25,G2,P13,28-08-2023,6461,324
SP16,G5,P17,28-07-2022,14651,1127
SP07,G5,P14,29-04-2023,3983,443
SP15,G5,P18,27-04-2023,5705,571
SP11,G5,P06,13-07-2022,5124,342
SP09,G2,P19,03-09-2022,203,9
SP12,G1,P13,18-04-2023,378,18
SP09,G1,P06,22-08-2023,9408,588
SP15,G3,P18,07-10-2022,5096,567
SP05,G4,P07,09-08-2022,6888,276
SP22,G1,P14,20-11-2022,1295,130
SP15,G5,P15,01-03-2023,7497,300
SP09,G3,P12,10-09-2022,2002,91
SP13,G3,P03,22-12-2022,7161,651
SP11,G4,P05,10-02-2023,13013,814
SP01,G1,P08,25-11-2022,9471,861
SP03,G2,P17,28-02-2023,12761,1277
SP05,G1,P14,16-12-2022,5642,627
SP20,G3,P08,06-07-2022,952,68
SP02,G5,P14,27-04-2023,1785,179
SP03,G6,P09,14-03-2023,686,86
SP09,G3,P04,20-03-2023,6699,373
SP03,G2,P04,05-05-2023,4221,249
SP16,G5,P12,08-10-2022,6335,254
SP19,G4,P10,08-08-2023,9149,539
SP15,G4,P14,10-11-2022,5236,655
SP06,G5,P13,04-07-2022,8141,388
SP18,G3,P07,10-07-2023,14084,564
SP10,G4,P18,08-01-2023,4683,586
SP07,G4,P08,15-10-2022,1407,128
SP21,G6,P07,16-09-2022,3108,142
SP20,G4,P01,18-08-2022,3815,347
SP11,G4,P18,12-10-2022,8155,1165
SP12,G3,P13,16-05-2023,2611,138
SP11,G2,P06,09-03-2023,2485,147
SP18,G2,P03,10-02-2023,4557,380
SP08,G1,P06,29-07-2022,1547,91
SP02,G2,P08,10-07-2023,4179,299
SP12,G2,P22,02-09-2022,7385,336
SP01,G4,P13,16-09-2022,1729,83
SP18,G1,P05,30-09-2022,4312,254
SP23,G5,P07,12-01-2023,4970,217
SP08,G4,P01,05-02-2023,6433,644
SP05,G1,P12,28-01-2023,4753,191
SP22,G6,P03,11-11-2022,1855,169
SP25,G2,P05,09-09-2023,2079,116
SP20,G5,P10,21-01-2023,455,23
SP01,G2,P11,05-07-2023,6636,302
SP25,G4,P07,07-07-2022,189,9
SP19,G1,P12,26-02-2023,4760,207
SP12,G6,P09,26-08-2022,9149,915
SP13,G5,P06,12-11-2022,819,59
SP11,G1,P12,19-04-2023,11137,485
SP11,G3,P18,10-09-2022,18361,1837
SP12,G5,P12,25-07-2022,11424,457
SP15,G2,P14,05-07-2022,6342,705
SP03,G3,P17,16-06-2023,7616,635
SP23,G4,P16,01-06-2023,3290,366
SP02,G4,P10,05-04-2023,924,52
SP15,G3,P09,18-07-2022,1148,128
SP03,G4,P19,04-05-2023,6580,287
SP01,G3,P01,28-07-2022,4977,553
SP02,G3,P09,26-05-2023,28,4
SP09,G3,P10,02-09-2022,1470,78
SP23,G5,P14,19-11-2022,6580,940
SP09,G5,P05,26-07-2023,1225,73
SP01,G3,P21,30-09-2022,4732,364
SP08,G1,P08,11-07-2023,8190,683
SP15,G1,P21,28-02-2023,12481,892
SP21,G6,P05,19-09-2022,7630,449
SP14,G2,P19,09-08-2022,6454,281
SP21,G3,P14,10-07-2023,10983,1099
SP24,G4,P01,16-08-2023,23912,1993
SP15,G3,P05,05-08-2022,2807,148
SP17,G2,P14,02-08-2023,7196,720
SP21,G1,P21,15-07-2022,4585,328
SP05,G6,P06,22-08-2023,1883,126
SP24,G2,P12,13-11-2022,4410,184
SP07,G1,P04,16-05-2023,161,9
SP12,G4,P04,31-07-2023,728,41
SP12,G5,P21,10-09-2023,4032,252
SP04,G6,P18,28-03-2023,2541,363
SP04,G3,P11,02-06-2023,18116,824
SP18,G1,P06,18-04-2023,5789,386
SP06,G1,P09,16-08-2022,4480,498
SP01,G1,P03,30-12-2022,10654,820
SP17,G6,P13,28-07-2023,7616,347
SP22,G2,P15,04-08-2023,9282,387
SP22,G3,P11,25-07-2023,9681,441
SP16,G3,P09,28-08-2023,1365,137
SP17,G3,P12,26-05-2023,6405,279
SP17,G5,P22,19-02-2023,3059,133
SP04,G3,P01,30-06-2023,3829,426
SP23,G4,P07,21-07-2023,1351,57
SP01,G5,P12,06-06-2023,2422,97
SP08,G3,P05,23-06-2023,5355,335
SP03,G4,P15,10-07-2023,2387,96
SP11,G3,P01,21-08-2023,1057,106
SP25,G4,P17,27-10-2022,1211,94
SP09,G2,P22,29-03-2023,6839,298
SP08,G2,P09,21-07-2023,8365,930
SP03,G2,P13,20-02-2023,5747,262
SP16,G2,P03,10-03-2023,11228,864
SP13,G5,P02,13-01-2023,2583,96
SP21,G2,P21,01-06-2023,7329,524
SP03,G5,P04,08-09-2023,3773,252
SP06,G4,P04,12-02-2023,2506,140
SP20,G2,P18,23-09-2022,1827,229
SP05,G5,P15,05-08-2022,3297,123
SP18,G3,P20,04-04-2023,105,7
SP02,G6,P11,15-08-2022,1085,55
SP12,G5,P08,28-04-2023,6076,553
SP25,G6,P07,01-03-2023,7847,357
SP19,G4,P19,09-02-2023,11718,533
SP02,G6,P02,13-02-2023,9709,360
SP04,G5,P04,11-11-2022,21,2
SP05,G3,P06,16-10-2022,3941,282
SP12,G3,P14,27-02-2023,7728,966
SP07,G5,P01,10-05-2023,2065,188
SP20,G3,P16,26-10-2022,10731,1342
SP01,G2,P03,16-08-2023,259,24
SP12,G5,P11,15-08-2023,49,3
SP14,G1,P03,15-01-2023,4809,438
SP10,G4,P06,09-08-2023,6916,433
SP11,G6,P15,18-08-2022,5355,224
SP16,G2,P09,08-01-2023,3906,391
SP08,G3,P04,27-11-2022,5649,354
SP24,G3,P10,02-03-2023,10983,611
SP15,G1,P22,18-05-2023,2037,85
SP12,G1,P16,25-05-2023,14364,2052
SP25,G6,P03,23-03-2023,7931,567
SP05,G5,P19,18-05-2023,147,7
SP25,G3,P08,20-07-2022,6615,602
SP13,G5,P07,20-03-2023,14791,617
SP03,G1,P17,03-08-2022,343,35
SP24,G6,P16,26-07-2022,1414,236
SP23,G4,P09,02-06-2023,1295,130
SP20,G1,P18,13-04-2023,10941,1216
SP10,G5,P15,23-10-2022,6405,238
SP01,G1,P09,04-09-2022,7861,787
SP07,G4,P20,24-07-2023,4298,287
SP18,G6,P06,22-10-2022,8015,472
SP14,G4,P14,09-09-2023,581,83
SP06,G6,P22,07-06-2023,11333,516
SP02,G2,P09,07-10-2022,10388,1299
SP06,G4,P18,27-02-2023,721,91
SP13,G6,P10,11-02-2023,8008,445
SP17,G2,P03,11-09-2022,10486,874
SP14,G3,P07,22-03-2023,1603,73
SP24,G5,P19,15-12-2022,5670,258
SP06,G2,P13,03-08-2022,476,26
SP24,G6,P19,26-09-2022,3290,138
SP07,G3,P12,08-10-2022,4837,194
SP24,G1,P18,06-01-2023,9268,927
SP03,G5,P14,19-04-2023,7777,865
SP19,G4,P11,05-09-2022,1372,69
SP05,G4,P03,02-02-2023,8190,585
SP17,G6,P22,28-02-2023,287,14
SP09,G1,P13,17-06-2023,1666,80
SP25,G5,P07,02-06-2023,6041,242
SP23,G3,P01,19-05-2023,10920,993
SP11,G6,P13,07-01-2023,8316,396
SP10,G3,P11,05-01-2023,4977,227
SP24,G5,P22,26-05-2023,91,5
SP04,G5,P22,27-02-2023,13090,524
SP20,G1,P22,07-11-2022,6412,268
SP04,G4,P11,09-01-2023,6181,281
SP04,G5,P18,29-07-2022,17220,1722
SP15,G2,P18,18-08-2023,2667,381
SP09,G5,P01,10-05-2023,1106,123
SP08,G5,P13,03-08-2022,10661,508
SP10,G3,P16,11-07-2023,588,66
SP05,G1,P19,13-02-2023,4018,192
SP11,G5,P02,10-11-2022,532,21
SP06,G2,P11,14-10-2022,8897,405
SP16,G4,P07,30-12-2022,1127,46
SP17,G6,P02,29-05-2023,6377,266
SP03,G1,P03,08-05-2023,3535,272
SP19,G5,P14,25-11-2022,1729,217
SP04,G6,P04,06-11-2022,4781,282
SP20,G2,P13,07-12-2022,567,30
SP09,G4,P12,30-09-2022,1708,78
SP25,G6,P01,26-05-2023,5341,535
SP03,G4,P14,13-01-2023,2898,322
SP08,G6,P22,07-10-2022,3808,159
SP12,G4,P14,18-08-2023,9954,1245
SP14,G6,P21,25-05-2023,12663,975
SP25,G6,P18,13-01-2023,9331,1333
SP17,G6,P10,08-06-2023,1155,68
SP06,G2,P10,08-12-2022,189,10
SP18,G5,P06,04-12-2022,4592,307
SP25,G6,P12,11-11-2022,16856,703
SP24,G6,P01,26-05-2023,7644,637
SP09,G5,P03,15-09-2022,6524,466
SP13,G3,P09,30-03-2023,4298,430
SP15,G1,P15,27-11-2022,11088,427
SP10,G2,P20,03-11-2022,9121,609
SP01,G1,P06,26-08-2022,7217,425
SP11,G5,P07,04-09-2022,7945,318
SP19,G5,P20,25-05-2023,7322,431
SP09,G4,P20,16-09-2022,8183,482
SP02,G3,P15,03-08-2022,12516,501
SP06,G5,P02,07-06-2023,11284,434
SP12,G6,P11,26-07-2023,2968,142
SP21,G4,P17,11-08-2023,301,28
SP17,G3,P03,19-08-2022,21,2
SP16,G3,P20,18-11-2022,4522,252
SP06,G3,P11,26-09-2022,294,14
SP05,G4,P11,01-03-2023,15904,723
SP09,G3,P22,25-09-2023,4361,175
SP18,G2,P22,14-03-2023,4746,198
SP14,G1,P19,18-08-2022,14469,603
SP10,G6,P02,12-10-2022,1344,50
SP08,G2,P17,24-07-2023,6188,516
SP15,G5,P05,20-03-2023,4480,249
SP21,G6,P12,22-09-2022,133,6
SP16,G6,P18,15-06-2023,6216,777
SP03,G4,P05,01-08-2022,1890,119
SP20,G3,P01,05-02-2023,1148,105
SP23,G1,P11,19-11-2022,6832,326
SP13,G2,P08,30-09-2022,4403,401
SP02,G2,P21,19-04-2023,9072,648
SP24,G2,P21,21-07-2023,2037,157
SP17,G6,P06,09-09-2022,10304,687
SP04,G5,P07,19-10-2022,11564,503
SP22,G3,P20,01-01-2023,693,39
SP23,G2,P12,08-09-2022,4291,179
SP03,G1,P19,20-10-2022,1876,82
SP13,G3,P18,11-09-2023,8393,933
SP25,G4,P06,07-11-2022,1337,84
SP18,G2,P04,07-11-2022,5999,334
SP18,G2,P08,11-07-2022,11837,911
SP18,G5,P15,08-06-2023,3871,155
SP24,G5,P07,01-10-2022,12621,505
SP17,G2,P17,04-05-2023,20454,1705
SP04,G1,P17,02-05-2023,3696,370
SP15,G1,P08,23-06-2023,8113,677
SP23,G5,P04,12-10-2022,287,20
SP14,G3,P04,30-10-2022,16625,978
SP02,G3,P17,04-08-2022,12796,1164
SP22,G5,P03,07-08-2023,3045,218
SP15,G4,P19,26-05-2023,11431,520
SP20,G5,P11,25-02-2023,16947,807
SP22,G2,P22,04-12-2022,6223,271
SP11,G4,P20,22-10-2022,9814,546
SP20,G2,P09,07-09-2023,6832,760
SP02,G3,P18,26-02-2023,10899,1211
SP25,G6,P14,12-08-2022,378,54
SP20,G4,P19,23-10-2022,9233,402
SP08,G5,P20,30-06-2023,8351,522
SP01,G4,P11,17-06-2023,7329,349
SP23,G2,P19,02-03-2023,2555,117
SP09,G2,P13,03-05-2023,3311,175
SP19,G1,P17,14-07-2023,10843,835
SP02,G2,P20,24-12-2022,2737,161
SP21,G6,P14,14-09-2023,4627,661
SP23,G2,P13,27-07-2023,16842,887
SP15,G6,P02,11-09-2023,4459,172
SP07,G3,P02,08-03-2023,1421,53
SP02,G3,P22,29-10-2022,3591,150
SP25,G6,P09,20-03-2023,3325,416
SP18,G1,P20,13-04-2023,5957,398
SP17,G1,P10,08-09-2022,8869,444
SP02,G1,P16,22-01-2023,15848,2264
SP21,G5,P13,28-01-2023,8428,402
SP21,G1,P19,14-10-2022,546,24
SP13,G5,P22,11-02-2023,11914,477
SP14,G1,P12,03-08-2022,6902,277
SP19,G6,P03,20-03-2023,10668,970
SP06,G5,P03,08-08-2022,8505,774
SP12,G2,P14,28-02-2023,6160,770
SP09,G1,P19,14-07-2022,6608,288
SP22,G1,P03,24-02-2023,9282,714
SP19,G6,P19,14-03-2023,392,19
SP15,G1,P13,15-04-2023,2555,117
SP03,G5,P12,26-07-2023,6895,300
SP15,G5,P14,13-04-2023,10052,1117
SP03,G2,P22,07-04-2023,6832,311
SP15,G3,P03,09-03-2023,6258,569
SP03,G1,P05,24-03-2023,2898,182
SP04,G5,P10,15-07-2022,4102,228
SP16,G3,P07,10-08-2022,4718,215
SP17,G6,P05,03-08-2022,15946,938
SP25,G3,P18,03-11-2022,1449,145
SP06,G5,P12,29-07-2022,1589,73
SP08,G1,P16,15-09-2022,8708,1089
SP12,G2,P09,18-08-2023,2184,273
SP11,G4,P08,19-09-2022,13265,948
SP13,G2,P21,02-03-2023,5411,339
SP06,G2,P20,13-07-2022,5971,399
SP25,G1,P18,02-02-2023,1603,179
SP18,G2,P21,11-12-2022,13244,828
SP21,G1,P10,24-05-2023,686,41
SP05,G6,P14,22-09-2023,6622,736
SP02,G6,P09,28-02-2023,2002,251
SP16,G3,P19,09-08-2023,2562,107
SP20,G3,P21,07-11-2022,1736,124
SP07,G6,P14,14-08-2023,7203,1029
SP10,G2,P22,12-11-2022,4641,194
SP06,G2,P04,03-11-2022,3647,228
SP09,G6,P04,06-11-2022,2618,146
SP25,G3,P03,23-05-2023,3710,338
SP24,G6,P07,15-06-2023,8477,369
SP16,G5,P19,18-09-2023,2296,100
SP06,G5,P19,12-08-2022,4564,218
SP24,G2,P15,26-07-2023,7238,290
SP05,G4,P14,28-09-2023,6132,682
SP24,G5,P17,21-07-2023,8344,835
SP14,G5,P20,20-01-2023,8372,493
SP06,G5,P11,13-11-2022,7007,369
SP07,G1,P14,09-09-2023,3206,321
SP01,G2,P13,23-09-2023,2142,98
SP22,G3,P17,22-08-2023,11333,872
SP22,G5,P06,04-09-2022,9065,534
SP02,G2,P06,05-04-2023,5593,400
SP20,G1,P14,02-02-2023,1841,205
SP05,G2,P08,04-09-2023,4578,417
SP11,G6,P14,29-04-2023,3430,490
SP21,G4,P12,13-06-2023,4550,207
SP13,G1,P15,05-11-2022,5677,237
SP21,G1,P17,28-11-2022,1183,119
SP15,G1,P03,08-05-2023,1043,87
SP04,G4,P03,01-09-2022,5103,393
SP02,G5,P11,07-03-2023,357,17
SP20,G1,P11,09-03-2023,2149,98
SP25,G4,P14,12-02-2023,5292,756
SP22,G5,P14,09-12-2022,3094,310
SP18,G3,P15,19-08-2022,8365,349
SP02,G1,P05,21-07-2023,2457,137
SP02,G2,P03,19-08-2022,5607,401
SP19,G3,P09,02-10-2022,5999,750
SP22,G6,P09,19-02-2023,8379,762
SP08,G5,P14,04-08-2022,6251,626
SP02,G2,P11,13-04-2023,3045,161
SP21,G2,P11,18-11-2022,1246,60
SP03,G4,P09,05-01-2023,4550,455
SP17,G1,P17,28-02-2023,3717,310
SP02,G6,P20,02-03-2023,13076,770
SP23,G4,P13,09-09-2022,1533,73
SP17,G5,P18,02-02-2023,1463,163
SP04,G2,P20,08-04-2023,1561,92
SP25,G4,P21,02-06-2023,42,3
SP20,G2,P21,30-06-2023,441,34
SP17,G4,P12,14-04-2023,8764,351
SP14,G5,P10,18-04-2023,1575,83
SP22,G2,P17,04-09-2023,3430,264
SP16,G5,P20,12-08-2022,7889,465
SP15,G6,P20,07-10-2022,2359,139
SP09,G3,P07,26-07-2023,9268,371
SP14,G1,P08,27-11-2022,2464,224
SP05,G6,P18,05-04-2023,1043,131
SP02,G4,P18,05-04-2023,994,142
SP16,G2,P15,03-08-2022,5789,242
SP10,G1,P01,14-07-2023,3815,347
SP15,G5,P03,07-07-2022,1428,130
SP23,G3,P20,05-07-2023,567,36
SP24,G4,P15,28-02-2023,4102,158
SP21,G3,P07,07-04-2023,11620,506
SP02,G5,P21,10-05-2023,7000,500
SP01,G1,P19,21-03-2023,3815,182
SP19,G1,P18,10-07-2023,945,119
SP13,G3,P15,04-08-2022,10066,420
SP11,G1,P04,11-07-2022,777,49
SP11,G6,P07,05-09-2022,9758,391
SP08,G6,P11,07-10-2022,8330,417
SP04,G6,P09,01-09-2022,5278,660
SP04,G4,P04,19-08-2022,1638,103
SP08,G2,P01,20-11-2022,6335,634
SP19,G5,P12,19-11-2022,4711,215
SP17,G1,P06,13-03-2023,476,32
SP25,G5,P15,26-07-2023,6881,287
SP06,G3,P12,05-07-2023,6818,285
SP06,G1,P03,12-01-2023,4606,355
SP01,G5,P15,18-02-2023,16380,630
SP10,G6,P05,05-04-2023,791,47
SP10,G5,P14,11-05-2023,6013,602
SP09,G4,P13,26-07-2023,273,14
SP12,G1,P06,30-05-2023,10885,726
SP20,G4,P06,30-05-2023,3962,265
SP23,G1,P10,18-05-2023,1211,64
SP16,G4,P20,03-08-2022,2842,178
SP09,G4,P16,09-06-2023,3339,418
SP24,G3,P22,18-07-2023,14112,588
SP11,G4,P02,21-01-2023,12719,472
SP12,G4,P22,13-11-2022,2709,109
SP22,G6,P19,02-12-2022,2716,130
SP17,G2,P11,12-07-2023,1526,70
SP11,G6,P18,09-02-2023,4956,496
SP17,G1,P15,09-02-2023,1932,81
SP09,G3,P19,23-08-2023,9870,412
SP07,G5,P02,11-09-2022,10724,447
SP03,G3,P05,15-03-2023,4557,285
SP07,G5,P06,28-10-2022,35,3
SP04,G5,P08,08-07-2022,7049,588
SP13,G1,P10,01-09-2023,1246,70
SP16,G1,P10,29-07-2022,896,53
SP05,G3,P19,04-11-2022,7,1
SP15,G5,P11,08-01-2023,4942,248
SP04,G6,P22,28-02-2023,7217,329
SP24,G2,P16,14-06-2023,14959,2494
SP14,G2,P17,27-02-2023,2387,217
SP13,G6,P21,11-05-2023,5614,401
SP02,G3,P10,19-02-2023,5320,280
SP14,G5,P02,02-08-2023,462,18
SP08,G5,P21,24-09-2022,4067,255
SP12,G4,P13,09-06-2023,805,39
SP14,G3,P16,26-07-2022,4018,574
SP05,G4,P01,15-12-2022,7434,744
SP14,G3,P06,18-09-2023,7371,461
SP07,G6,P11,09-03-2023,14868,744
SP23,G1,P09,19-04-2023,560,70
SP07,G1,P16,21-03-2023,10850,1550
SP07,G1,P20,30-09-2022,5047,281
SP11,G4,P12,17-12-2022,3164,144
SP25,G1,P17,13-02-2023,9534,734
SP16,G2,P21,26-01-2023,5915,423
SP10,G3,P01,09-10-2022,11655,1060
SP22,G3,P14,08-12-2022,315,35
SP19,G1,P06,11-09-2023,7329,524
SP03,G1,P04,28-04-2023,3612,213
SP14,G5,P08,06-06-2023,4963,414
SP08,G2,P10,15-12-2022,14098,830
SP08,G5,P05,01-09-2023,952,56
SP17,G1,P03,09-08-2022,1743,159
SP21,G2,P14,06-02-2023,7749,861
SP17,G2,P21,12-11-2022,7700,593
SP20,G4,P18,18-08-2023,2030,226
SP16,G3,P17,21-07-2023,5054,389
SP19,G2,P14,18-08-2022,4046,405
SP02,G6,P13,23-10-2022,3395,162
SP14,G6,P02,05-10-2022,11487,442
SP03,G4,P22,21-12-2022,5523,241
SP20,G6,P05,27-03-2023,3738,208
SP17,G6,P08,21-07-2023,3703,285
SP01,G6,P17,12-10-2022,4186,349
SP03,G3,P10,25-07-2022,6223,328
SP13,G5,P15,21-03-2023,896,35
SP18,G1,P12,23-09-2023,10038,457
SP04,G4,P13,29-07-2022,8610,454
SP25,G3,P22,13-07-2023,112,5
SP06,G1,P20,27-03-2023,9170,540
SP20,G1,P09,08-12-2022,959,96
SP04,G2,P21,24-07-2023,5649,404
SP08,G1,P21,13-04-2023,9184,656
SP22,G2,P07,29-01-2023,4123,165
SP10,G4,P19,13-03-2023,7756,324
SP08,G5,P04,30-12-2022,5894,328
SP03,G5,P17,29-07-2022,1414,129
SP04,G3,P15,07-01-2023,1701,71
SP08,G2,P18,21-06-2023,11102,1234
SP25,G4,P09,17-09-2022,5327,485
SP13,G2,P01,18-08-2023,4900,446
SP19,G2,P08,15-01-2023,2044,186
SP20,G4,P21,11-09-2022,2940,184
SP02,G6,P14,30-10-2022,805,101
SP13,G4,P03,12-04-2023,4788,369
SP11,G2,P15,25-07-2022,3283,137
SP22,G3,P02,26-08-2022,5887,227
SP14,G4,P22,05-02-2023,5425,247
SP05,G3,P17,25-09-2023,7574,758
SP01,G5,P04,12-04-2023,2835,178
SP05,G1,P13,30-06-2023,6251,298
SP07,G3,P08,15-01-2023,5733,410
SP15,G2,P13,08-12-2022,4676,223
SP06,G3,P20,01-08-2022,294,18
SP22,G4,P21,17-12-2022,4018,310
SP16,G4,P14,24-11-2022,1596,160
SP19,G2,P22,23-09-2023,4900,196
SP24,G2,P22,11-07-2023,616,25
SP11,G5,P10,09-10-2022,4711,236
SP19,G3,P14,19-04-2023,2758,276
SP05,G3,P05,12-01-2023,21,2
SP17,G5,P05,14-12-2022,518,33
SP04,G3,P14,14-10-2022,13468,1924
SP13,G3,P22,14-07-2023,8400,366
SP06,G2,P15,26-08-2022,4186,161
SP17,G3,P07,15-01-2023,8715,397
SP03,G6,P21,28-12-2022,16534,1103
SP02,G3,P16,03-09-2023,8820,1260
SP10,G2,P02,03-12-2022,1778,75
SP11,G5,P03,08-10-2022,21,2
SP19,G1,P01,28-04-2023,7994,800
SP05,G3,P21,05-10-2022,6720,448
SP06,G6,P10,17-05-2023,1316,74
SP23,G4,P04,01-08-2022,6615,390
SP11,G1,P22,24-11-2022,238,11
SP05,G4,P08,23-12-2022,16870,1534
SP25,G6,P02,05-01-2023,5285,212
SP13,G2,P18,28-02-2023,2667,334
SP02,G4,P22,14-10-2022,3136,137
SP14,G3,P17,10-09-2023,2492,192
SP09,G4,P03,07-06-2023,525,41
SP10,G2,P07,02-09-2022,2730,119
SP16,G4,P12,12-04-2023,1519,70
SP05,G4,P22,02-01-2023,2877,120
SP02,G6,P18,18-09-2023,6328,904
SP24,G6,P08,23-10-2022,4179,380
SP19,G6,P20,28-02-2023,1736,109
SP22,G6,P04,01-03-2023,2947,174
SP11,G4,P16,22-08-2022,2933,489
SP16,G4,P02,11-04-2023,11130,429
SP12,G3,P04,14-10-2022,9422,555
SP24,G6,P03,10-09-2023,10885,990
SP03,G1,P01,25-05-2023,5796,644
SP02,G3,P06,22-07-2022,9016,531
SP02,G2,P13,25-02-2023,2142,108
SP23,G5,P10,11-09-2022,2100,124
SP01,G1,P22,08-05-2023,6888,314
SP09,G5,P04,15-09-2022,8813,551
SP15,G4,P11,29-12-2022,3500,185
SP19,G3,P17,24-09-2022,5600,467
SP05,G3,P14,26-08-2022,3815,477
SP03,G4,P16,13-07-2022,651,93
SP08,G2,P13,30-06-2023,4081,215
SP05,G3,P22,03-08-2022,742,34
SP25,G4,P01,28-02-2023,3878,353
SP25,G5,P01,18-12-2022,1127,94
SP05,G4,P20,23-01-2023,2548,142
SP05,G3,P10,06-10-2022,3122,184
SP01,G2,P06,30-12-2022,343,23
SP07,G5,P12,13-04-2023,6279,286
SP15,G2,P05,24-09-2022,7952,419
